name,address,hotel_score,hotel_description,features,room_data,hotel_scores
Unkown39,"Sardenya, 340, Eixample, 08025 Barcelona, Spain",7.8,"[""You're eligible for a Genius discount at Centric Sagrada Familia Apartments! To save at this property, all you have to do is sign in."", ""Centric Sagrada Familia Apartments is located in Barcelona, just 140 m from Gaudí's spectacular Sagrada Família Basilica. This modern, air-conditioned apartment features a private balcony and free WiFi."", 'The apartment features white décor. It has a single room, a double room and a twin room.', 'The lounge comes with a flat-screen TV and a dining table. In the kitchen you will find a hob, oven and coffee maker, as well as a washing machine.', 'Sagrada Família Metro Station is located just 100 m from the apartments, taking you to Passeig de Gràcia in just 3 stops.']","['Whole apartment', 'Size', 'Kitchen', 'City view', 'Washing machine', 'Free WiFi', 'Balcony', 'Air conditioning', 'Private Bathroom', 'Heating']","{'113292601_337923979_0_0_0': {'room_price': '€ 282', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'discount available']}, '113292601_337923979_4_0_0': {'room_price': '€ 253', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'discount available']}, '113292601_337923979_3_0_0': {'room_price': '€ 225', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'discount available']}, '113292601_337923979_2_0_0': {'room_price': '€ 196', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'discount available']}}","{'': '', 'Staff': '8.5', 'Facilities': '7.4', 'Cleanliness': '8.2', 'Comfort': '7.9', 'Value for money': '7.9', 'Location': '9.3', 'Free WiFi': '7.8'}"
Unkown40,"Girona, 15, Eixample, 08010 Barcelona, Spain",8.6,"[""Aspasios Urquinaona Design is in a quiet area of Barcelona’s Eixample district, only 5 minutes' walk from Plaza Catalunya and Arc de Triomf. Each bright apartment has free Wi-Fi."", 'The Urquinaona Design Apartments have elegant, modern design. They are air-conditioned and bright, with an open-plan living area with flat-screen TV and kitchen.', 'The kitchen includes an oven, a Nespresso coffee maker and a juicer. There is also a dishwasher, a washing machine and a tumble dryer.', 'All apartments have access to the furnished roof terrace.', 'The apartments are just a short walk from the historic city center. Ciutadella Park, the Cathedral and the Picasso Museum are all nearby. Urquinaona Metro Station is only 300 m away.']","['Apartments', 'Kitchen', 'Washing machine', 'Free WiFi', 'Air conditioning', 'Private Bathroom', 'Key card access', 'Non-smoking rooms', 'Safe', 'Heating']","{'24329412_329612982_6_0_0': {'room_price': '€ 402', 'room_capacity': 'Max adults: 6', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'Only 1 left on our site']}}","{'': '', 'Staff': '8.7', 'Facilities': '8.7', 'Cleanliness': '8.8', 'Comfort': '8.8', 'Value for money': '8.4', 'Location': '9.3', 'Free WiFi': '7.5'}"
Unkown41,"Sancho de Ávila, 32-34, Sant Martí, 08018 Barcelona, Spain",8.5,"['This motorcycle-friendly hotel is 3 Metro stops from Plaza Catalunya and 15 minutes’ walk from the Barcelona’s beaches. There is free WiFi available throughout.', 'Capri by Fraser Barcelona offers chic air-conditioned and spacious suites and apartments with a flat-screen cable TV and a seating area. There is a fully-equipped kitchenette, a work desk and a safe, and the private bathroom comes with a hairdryer and amenities.', 'The property has a free self-service laundry room open 24 hours a day and a gym.', 'For guests coming by motorcycle, Capri by Fraser offers free indoor parking with direct elevator to the rooms and a “pit stop” service including complete toolkit for small repairs and chain lubricant, free suede, helmet visor cleaner, battery charger and compressor to check the pressure level of tires.', 'Capri by Fraser Barcelona offers a buffet breakfast every day and a set menu at lunch time during week days. Room service is also available.', 'The hotel has a 24-hour front desk.']","['Free WiFi', 'Air conditioning', 'Private Bathroom', '24-hour front desk', 'Key card access', 'Non-smoking rooms', 'Safe', 'Baggage storage', 'Heating', 'Elevator']","{'1855305_361664288_3_2_0': {'room_price': '€ 297', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast € 14', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855305_95143414_4_2_0': {'room_price': '€ 280', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast € 14', 'Non-refundable']}, '1855305_361664288_4_2_0': {'room_price': '€ 325', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast € 14', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855305_361664288_4_1_0': {'room_price': '€ 437', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855305_95143414_3_2_0': {'room_price': '€ 255', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast € 14', 'Non-refundable']}, '1855305_361664288_3_1_0': {'room_price': '€ 381', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855305_95143414_2_2_0': {'room_price': '€ 231', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 14', 'Non-refundable']}, '1855305_361664288_2_2_0': {'room_price': '€ 269', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 14', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855305_361664288_2_1_0': {'room_price': '€ 325', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855305_361664288_1_1_0': {'room_price': '€ 289', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855313_361664288_2_2_0': {'room_price': '€ 252', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 14', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855313_95143414_2_2_0': {'room_price': '€ 217', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 14', 'Non-refundable']}, '1855313_361664288_2_1_0': {'room_price': '€ 308', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '1855313_361664288_1_1_0': {'room_price': '€ 273', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}}","{'': '', 'Staff': '9.0', 'Facilities': '8.6', 'Cleanliness': '8.7', 'Comfort': '8.7', 'Value for money': '8.4', 'Location': '8.3', 'Free WiFi': '8.7'}"
Unkown42,"Nou de la Rambla, 10, Ciutat Vella, 08001 Barcelona, Spain",8.4,"[""You're eligible for a Genius discount at Happy Apartments! To save at this property, all you have to do is sign in."", 'Located 50 m from Las Ramblas and opposite Gaudí’s Palau Güell, Happy Apartments offers free Wi-Fi. Set in Barcelona’s Raval District, it features well-equipped apartments with stylish décor.', 'Each air-conditioned apartment at Happy Apartments has a spacious living room with a sofa, TV and DVD player. Kitchenettes come with an electric hob, fridge and kettle. Luggage storage is available free of charge, and towels and bed linen are included.', 'There is a selection of shops in the streets surrounding the apartments. You can find a range of bars, cafés and restaurants on Las Ramblas and the nearby Gothic quarter.', ""Liceu Metro Station is 400 m from the property, and La Boquería Market is a 5-minute walk away. Busses to the airport depart from Plaza Cataluña Square, a 10-minute walk from the apartments. Paseo de Gracia Street, known for its exclusive boutiques and Gaudi's buildings, can be reached in around 20 minutes on foot.""]","['Apartments', 'Kitchen', 'Washing machine', 'Free WiFi', 'Air conditioning', 'Private Bathroom', 'Daily housekeeping', 'Non-smoking rooms', 'Baggage storage', 'Grocery deliveries']","{'1240302_337924007_5_0_0': {'room_price': '€ 338', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'discount available']}, '1240302_337924007_4_0_0': {'room_price': '€ 311', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'discount available']}, '1240302_337924007_3_0_0': {'room_price': '€ 284', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'discount available']}, '1240302_337924007_2_0_0': {'room_price': '€ 256', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'discount available']}, '1240309_337924007_5_0_0': {'room_price': '€ 392', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable']}, '1240309_337924007_6_0_0': {'room_price': '€ 410', 'room_capacity': 'Max adults: 6', 'room_options': ['Non-refundable']}, '1240309_337924007_4_0_0': {'room_price': '€ 365', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable']}, '1240309_337924007_3_0_0': {'room_price': '€ 338', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable']}, '1240309_337924007_2_0_0': {'room_price': '€ 312', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable']}, '1240308_337924007_4_0_0': {'room_price': '€ 293', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'discount available']}, '1240308_337924007_3_0_0': {'room_price': '€ 265', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'discount available']}, '1240308_337924007_2_0_0': {'room_price': '€ 240', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'discount available']}}","{'': '', 'Staff': '9.0', 'Facilities': '8.3', 'Cleanliness': '8.4', 'Comfort': '8.4', 'Value for money': '8.3', 'Location': '9.5', 'Free WiFi': '9.0'}"
Unkown43,"Sicilia, 255, Eixample, 08025 Barcelona, Spain",8.8,"[""Hispanos 7 Suiza offers luxury apartments with two bathrooms decorated with wooden floors and elegant oak furniture, located 100 m from Gaudí's Sagrada Familia Basilica. Accommodations feature free Wi-Fi and a private balcony."", 'The hotel reception is open 24 hours and offers various services such as car rental, tourist information and ticket sales. The apartments are cleaned weekly or on request.', 'In the basement of the Apartamentos Hispanos 7 Suiza there is an impressive and unique exhibition of classic cars from the early 20th century of the Barcelona brand.', 'Also in our lobby they have one of the best food markets in the region. Where you will find any local fresh product. Km0.', 'The apartments are about 100 m from Sagrada Familia Metro Station. Barcelona Airport is a 20-minute drive away.']","['Whole apartment', 'Size', 'Kitchen', 'Washing machine', 'Free WiFi', 'Balcony', 'Bathtub', 'Air conditioning', '24-hour front desk', 'Key card access']","{'9080707_192150939_0_0_0': {'room_price': '€ 472', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9080707_88492739_0_0_0': {'room_price': '€ 451', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable']}, '9080707_88492739_4_0_0': {'room_price': '€ 366', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable']}, '9080707_192150939_4_0_0': {'room_price': '€ 383', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9080707_88492739_3_0_0': {'room_price': '€ 338', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable']}, '9080707_192150939_3_0_0': {'room_price': '€ 354', 'room_capacity': 'Max adults: 3', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9080707_88492739_2_0_0': {'room_price': '€ 310', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable']}, '9080707_192150939_2_0_0': {'room_price': '€ 326', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}}","{'': '', 'Staff': '9.2', 'Facilities': '8.7', 'Cleanliness': '8.8', 'Comfort': '8.9', 'Value for money': '8.6', 'Location': '9.4', 'Free WiFi': '8.7'}"
Unkown44,"28 Carrer de Villarroel, Eixample, 08011 Barcelona, Spain",8.2,"[""You're eligible for a Genius discount at Sweet Inn - Villarroel! To save at this property, all you have to do is sign in."", 'Located in Barcelona, near Passeig de Gracia, Plaça Catalunya and Passeig de Gracia Metro Station, Sweet Inn - Villarroel features free WiFi.', 'Each unit comes with a sofa, a seating area, a flat-screen TV, a well-fitted kitchen with a dining area, and a private bathroom with free toiletries. A microwave and fridge are also available, as well as an electric tea pot and a coffee machine.', 'Popular points of interest near the apartment include Boqueria Market, Tivoli Theatre and Casa Batllo. The nearest airport is Barcelona-El Prat Airport, 15 km from Sweet Inn - Villarroel.']","['Apartments', 'Kitchen', 'Free WiFi', 'Private Bathroom']","{'847534219_357595963_5_0_0': {'room_price': '€ 304', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022']}, '847534203_351852664_0_0_0': {'room_price': '€ 307', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '847534203_357595963_4_0_0': {'room_price': '€ 295', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022', 'discount available']}, '847534205_357595963_5_0_0': {'room_price': '€ 318', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022', 'discount available']}, '847534205_351852664_0_0_0': {'room_price': '€ 321', 'room_capacity': 'Max adults: 6', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '847534214_357595963_5_0_0': {'room_price': '€ 318', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022', 'discount available']}, '847534216_357595963_5_0_0': {'room_price': '€ 318', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022', 'discount available']}, '847534215_357595963_5_0_0': {'room_price': '€ 373', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022']}, '847534218_357595963_5_0_0': {'room_price': '€ 373', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022']}, '847534220_357595963_5_0_0': {'room_price': '€ 373', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022', 'discount available']}, '847534202_351852664_0_0_0': {'room_price': '€ 404', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '847534202_357595963_2_0_0': {'room_price': '€ 374', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022', 'discount available']}, '847534211_351852664_0_0_0': {'room_price': '€ 409', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'Pay in advance']}, '847534211_357595963_4_0_0': {'room_price': '€ 397', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022']}, '847534217_357595963_4_0_0': {'room_price': '€ 364', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022']}, '847534222_357595963_4_0_0': {'room_price': '€ 364', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022']}, '847534204_351852664_0_0_0': {'room_price': '€ 395', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '847534204_357595963_2_0_0': {'room_price': '€ 374', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 17, 2022', 'Pay nothing until November 15, 2022', 'discount available']}}","{'': '', 'Staff': '8.7', 'Facilities': '8.2', 'Cleanliness': '8.3', 'Comfort': '8.2', 'Value for money': '7.6', 'Location': '8.9', 'Free WiFi': '7.5'}"
Unkown45,"Ramblas, 45, Ciutat Vella, 08002 Barcelona, Spain",7.8,"['The Atiram Oriente is located on Las Ramblas, between the Liceu Theater and the Columbus Monument. Set in a 19th-century building, this hotel features a restaurant, terrace and free Wi-Fi.', 'All rooms have satellite TV and an private bathroom with a hairdryer. Each has simple, contemporary décor with heating and air conditioning.', 'The hotel’s pretty restaurant serves buffet cuisine and a daily continental breakfast. There is a 24-hour reception and a tour desk. The Atiram Oriente Barcelona also has a café on the Ramblas, close to many shops and restaurants.', 'The famous Boquería Market and Gothic Quarter are just a few minutes’ walk from the Hotel Atiram Oriente. Barcelona’s Port Vell is less than 500 m away and Liceu Metro Station is 5 minutes’ walk from the hotel.']","['Free WiFi', 'Air conditioning', 'Private Bathroom', '24-hour front desk', 'Key card access', 'Non-smoking rooms', 'Safe', 'Baggage storage', 'Heating', 'Elevator']","{'9048516_196127308_0_0_0': {'room_price': '€ 331', 'room_capacity': 'Max adults: 3', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048516_88154360_0_0_0': {'room_price': '€ 306', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable']}, '9048516_88154360_0_1_0': {'room_price': '€ 372', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast included', 'Non-refundable']}, '9048516_196127308_0_1_0': {'room_price': '€ 403', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048507_196127308_0_0_0': {'room_price': '€ 235', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048507_88154360_0_0_0': {'room_price': '€ 217', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable']}, '9048507_88154360_0_1_0': {'room_price': '€ 261', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Non-refundable']}, '9048507_196127308_0_1_0': {'room_price': '€ 283', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048511_88154360_0_0_0': {'room_price': '€ 373', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable']}, '9048511_196127308_0_0_0': {'room_price': '€ 403', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048511_88154360_0_1_0': {'room_price': '€ 461', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast included', 'Non-refundable']}, '9048511_196127308_0_1_0': {'room_price': '€ 499', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048509_88154360_0_0_0': {'room_price': '€ 246', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable']}, '9048509_196127308_0_0_0': {'room_price': '€ 266', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048509_88154360_0_1_0': {'room_price': '€ 290', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Non-refundable']}, '9048509_196127308_0_1_0': {'room_price': '€ 314', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048510_88154360_0_0_0': {'room_price': '€ 254', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable']}, '9048510_196127308_0_0_0': {'room_price': '€ 275', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '9048510_88154360_0_1_0': {'room_price': '€ 298', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Non-refundable']}, '9048510_196127308_0_1_0': {'room_price': '€ 323', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}}","{'': '', 'Staff': '8.7', 'Facilities': '7.5', 'Cleanliness': '8.2', 'Comfort': '8.1', 'Value for money': '7.8', 'Location': '9.5', 'Free WiFi': '8.6'}"
Unkown46,"Gran Via Corts Catalanes, 662, Eixample, 08010 Barcelona, Spain",8.6,"[""You're eligible for a Genius discount at Fisa Rentals Gran Via Apartments! To save at this property, all you have to do is sign in."", 'The Fisa Rentals Gran Via Apartments are stylish apartments just a 5-minute walk from Plaza de Catalunya and Las Ramblas. They have free Wi-Fi access and a flat-screen TV.', 'Each spacious Fisa Rentals apartment has contemporary décor and chic hardwood floors. All apartments are air-conditioned and have a spacious sitting area with satellite TV. The well-equipped kitchens also have a washing machine.', 'The apartments have easy access to the center of Barcelona and are within a 10-minute walk of a selection of shops, bars and restaurants.', 'Passeig de Gràcia Boulevard is 293 m away and Gaudí’s Casa Batlló and La Pedrera can be reached in 15 minutes, by foot. Passeig de Gràcia and Urquinaona Metro Stations are around 197 m away.']","['Apartments', 'Kitchen', 'City view', 'Washing machine', 'Free WiFi', 'Air conditioning', 'Private Bathroom', 'Daily housekeeping', 'Non-smoking rooms', 'Safe']","{'28776407_328321618_0_0_0': {'room_price': '€ 516', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 15, 2022', 'Pay in advance', 'discount available']}, '28776407_120550344_0_0_0': {'room_price': '€ 472', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '28776409_120550344_0_0_0': {'room_price': '€ 500', 'room_capacity': 'Max adults: 6', 'room_options': ['Non-refundable', 'Pay in advance']}, '28776409_328321618_0_0_0': {'room_price': '€ 550', 'room_capacity': 'Max adults: 6', 'room_options': ['Free cancellation until 11:59 PM on November 15, 2022', 'Pay in advance']}, '28776401_120550344_3_0_0': {'room_price': '€ 324', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '28776401_328321618_3_0_0': {'room_price': '€ 354', 'room_capacity': 'Max adults: 3', 'room_options': ['Free cancellation until 11:59 PM on November 15, 2022', 'Pay in advance', 'discount available']}, '28776401_120550344_2_0_0': {'room_price': '€ 286', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '28776401_328321618_2_0_0': {'room_price': '€ 316', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 15, 2022', 'Pay in advance', 'discount available']}}","{'': '', 'Staff': '9.0', 'Facilities': '8.7', 'Cleanliness': '8.9', 'Comfort': '9.0', 'Value for money': '8.4', 'Location': '9.5', 'Free WiFi': '7.1'}"
Unkown47,"Jonqueres, Ciutat Vella, 08002 Barcelona, Spain",8.0,"[""You're eligible for a Genius discount at Palau de la Musica Apartments! To save at this property, all you have to do is sign in."", 'Set in a 19th-century building beside the enchanting Palau de la Música building, these chic and spacious apartments offer fashionable accommodations in the city’s historic heart.', 'Spend your Barcelona city break in style with a stay at Palau de la Musica Apartments. The interior of each apartment comes with tiled and parquet floors to complement the stylish design.', 'Prepare your own meals in the apartment’s well-equipped kitchen. Other great amenities feature music equipment, satellite TV and air conditioning for the warmer months.', 'As soon as you walk out of your apartment you will find yourself in the fashionable, central district of El Born – full of chic bars, restaurants and boutiques. The Gothic Quarter and La Rambla are also just a short walk away.']","['Apartments', 'Kitchen', 'City view', 'Washing machine', 'Free WiFi', 'Balcony', 'Bathtub', 'Air conditioning', 'Daily housekeeping', 'Non-smoking rooms']","{'1224001_356164117_0_0_0': {'room_price': '€ 576', 'room_capacity': 'Max adults: 6', 'room_options': ['Free cancellation until 11:59 PM on November 15, 2022', 'Pay in advance', 'discount available']}, '1224001_118602042_0_0_0': {'room_price': '€ 530', 'room_capacity': 'Max adults: 6', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}}","{'': '', 'Staff': '8.3', 'Facilities': '7.9', 'Cleanliness': '8.0', 'Comfort': '8.1', 'Value for money': '7.9', 'Location': '9.3', 'Free WiFi': '8.5'}"
Unkown48,"171 Carrer de Pallars, Sant Martí, 08005 Barcelona, Spain",7.9,"['Located a 16-minute walk from Bogatell Beach, Aspasios Poble Nou Apartments offers an outdoor swimming pool, a terrace and accommodations with a balcony and free WiFi.', 'All units here are air-conditioned and feature a flat-screen TV, a living room with a sofa, a well-equipped kitchen with a dining area, and a private bathroom with bath or shower, a hairdryer and free toiletries. A microwave, a fridge and oven are also featured, as well as an electric tea pot and a coffee machine.', 'Popular points of interest near the condo hotel include Nova Icaria Beach, Mar Bella Beach and Port Olimpic. The nearest airport is Barcelona-El Prat Airport, 19.3 km from Aspasios Poble Nou Apartments.']","['Apartments', 'Kitchen', 'View', 'Swimming pool', 'Washing machine', 'Free WiFi', 'Balcony', 'Air conditioning', 'Private Bathroom', 'Key card access']","{'269004001_329768523_5_0_0': {'room_price': '€ 388', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'Only 1 left on our site']}, '269004002_329768523_6_0_0': {'room_price': '€ 418', 'room_capacity': 'Max adults: 6', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'Only 1 left on our site']}}","{'': '', 'Staff': '8.2', 'Facilities': '8.0', 'Cleanliness': '8.3', 'Comfort': '8.3', 'Value for money': '8.0', 'Location': '8.3', 'Free WiFi': '10'}"
